student_id,age_band,entry_route,prior_gpa,first_generation,financial_support,distance_km,week4_attendance_rate,week4_lms_logins,assignment1_score,support_sessions_week4,final_attendance_rate,final_exam_score,credits_completed,academic_success
S10581,18-20,Direct,2.62,0,0,10.7,0.67,23,58.7,0,0.699,70.6,56,1
S10582,18-20,Direct,2.22,0,1,17.0,0.869,25,83.4,4,0.902,77.7,50,1
S10583,21-24,Direct,3.01,0,0,30.0,0.713,21,58.5,3,0.717,81.8,58,1
S10584,18-20,Access,2.94,1,0,10.8,0.565,12,62.2,0,0.695,80.8,50,1
S10585,21-24,Transfer,2.23,0,0,21.3,1.0,38,88.0,0,1.0,77.8,60,1
S10586,18-20,Direct,2.41,0,1,25.4,0.64,17,62.2,2,0.536,48.8,19,0
S10587,25+,Transfer,2.82,1,0,18.1,0.647,16,65.0,2,0.632,88.3,60,1
S10588,18-20,Access,3.35,1,0,3.6,0.803,4,54.5,3,0.924,78.7,57,1
S10589,18-20,Access,2.48,1,0,18.2,0.511,19,54.8,3,0.437,40.8,9,0
S10590,18-20,Transfer,2.91,0,0,,0.895,20,49.2,1,0.825,66.4,26,0
S10591,18-20,Direct,2.88,0,1,8.5,0.787,21,96.1,0,0.852,74.9,47,1
S10592,18-20,Direct,2.95,1,1,21.1,0.879,17,87.4,2,0.985,79.7,51,1
S10593,18-20,Direct,4.0,0,0,15.5,0.748,23,75.6,0,0.813,86.1,60,1
S10594,18-20,Direct,2.01,1,0,6.7,0.711,6,53.1,1,0.799,77.8,58,1
S10595,18-20,Direct,2.86,0,0,9.9,0.657,14,50.6,0,0.521,53.0,21,0
S10596,18-20,Direct,2.22,0,0,17.3,0.68,16,,1,0.646,51.0,21,0
S10597,25+,Access,3.83,1,0,6.0,0.664,18,76.5,0,0.788,94.2,60,1
S10598,21-24,Direct,2.06,0,0,18.4,0.872,11,82.5,1,0.808,42.6,9,0
S10599,18-20,Transfer,2.37,1,1,3.3,0.49,10,40.1,3,0.401,42.0,15,0
S10600,18-20,Access,2.59,1,0,15.3,0.738,22,64.9,0,0.606,45.9,15,0
S10601,25+,Direct,2.81,0,0,13.3,0.321,0,46.9,1,0.191,60.0,17,0
S10602,25+,Direct,2.68,1,0,11.6,0.752,14,80.6,2,0.731,45.6,16,0
S10603,18-20,Direct,2.09,0,0,31.8,0.769,13,77.1,0,0.854,78.8,52,1
S10604,18-20,Transfer,2.86,0,0,58.6,0.664,26,85.9,0,0.735,75.6,55,1
S10605,21-24,Direct,,0,1,6.8,0.541,0,37.5,0,0.415,56.7,11,0
S10606,18-20,Direct,2.72,0,1,20.5,0.78,26,63.0,0,0.85,81.8,49,1
S10607,21-24,Direct,,1,1,21.1,0.818,19,58.6,1,0.857,37.9,15,0
S10608,21-24,Direct,3.39,1,0,6.9,0.836,25,80.8,1,0.887,76.3,46,1
S10609,21-24,Direct,2.66,1,0,37.7,0.594,14,64.2,2,0.593,40.7,17,0
S10610,18-20,Direct,1.33,0,1,2.9,0.584,14,32.9,2,0.575,39.7,20,0
S10611,25+,Transfer,2.56,0,0,46.2,0.796,27,74.1,0,0.866,79.3,47,1
S10612,18-20,Direct,3.21,1,0,16.9,0.671,10,73.7,3,0.676,87.0,56,1
S10613,18-20,Direct,2.54,1,0,18.4,0.65,24,58.8,1,0.584,49.9,14,0
S10614,21-24,Access,2.2,1,1,4.0,0.628,8,56.2,0,0.693,81.8,50,1
S10615,18-20,Access,2.36,1,0,34.4,0.2,0,33.6,5,0.174,43.2,21,0
S10616,25+,Direct,1.24,0,1,12.4,0.486,5,50.3,2,0.425,25.0,3,0
S10617,18-20,Direct,,0,0,15.5,0.919,22,70.3,0,1.0,72.8,54,1
S10618,18-20,Direct,3.38,0,0,26.6,0.54,6,73.0,3,0.435,65.4,25,0
S10619,18-20,Access,2.39,0,0,4.7,0.558,22,,3,0.428,42.3,25,0
S10620,21-24,Direct,2.14,1,1,8.0,0.695,18,50.4,0,0.777,68.3,56,1
S10621,21-24,Direct,2.16,0,0,9.2,0.783,19,78.2,1,0.706,49.0,16,0
S10622,25+,Access,3.41,0,0,8.1,0.741,15,79.8,1,0.664,48.1,18,0
S10623,18-20,Transfer,3.04,1,0,5.1,0.645,12,65.1,2,0.554,49.9,11,0
S10624,18-20,Direct,1.92,0,1,10.4,0.765,12,58.7,1,0.656,41.0,16,0
S10625,18-20,Transfer,2.89,0,1,2.2,0.36,10,34.8,3,0.461,81.6,48,1
S10626,18-20,Direct,3.51,0,0,11.0,0.601,14,72.5,1,0.646,90.2,60,1
S10627,18-20,Direct,2.34,1,0,15.8,0.631,15,61.8,1,0.572,42.9,30,0
S10628,21-24,Direct,3.12,0,1,3.9,0.852,18,,0,0.907,74.6,54,1
S10629,18-20,Transfer,2.54,0,0,45.2,0.436,10,42.8,1,0.317,32.7,19,0
S10630,25+,Direct,2.03,0,0,6.8,0.677,11,71.7,3,0.74,56.0,60,1
S10631,21-24,Direct,1.91,1,0,16.3,0.561,7,47.2,1,0.401,55.1,17,0
S10632,18-20,Access,2.54,1,0,7.9,0.806,17,85.3,1,0.844,75.3,60,1
S10633,21-24,Direct,3.28,0,0,17.7,0.901,28,84.7,0,0.946,84.8,56,1
S10634,21-24,Direct,2.01,0,0,15.1,0.709,15,83.7,0,0.678,55.7,5,0
S10635,18-20,Direct,3.07,1,1,19.4,0.8,22,65.2,1,0.737,57.6,22,0
S10636,21-24,Direct,3.04,1,0,7.8,0.708,20,65.6,0,0.744,63.9,60,1
S10637,18-20,Direct,3.12,0,0,18.8,0.763,13,72.1,0,0.84,76.4,48,1
S10638,18-20,Transfer,2.84,1,0,10.8,0.653,20,81.5,1,0.596,44.2,10,0
S10639,18-20,Transfer,2.26,0,1,17.0,0.253,3,22.0,2,0.279,51.8,7,0
S10640,18-20,Direct,2.73,1,0,51.0,0.855,16,68.6,0,0.982,91.2,48,1
S10641,18-20,Direct,2.84,0,0,9.8,0.785,18,70.6,0,0.638,54.1,20,0
S10642,18-20,Direct,2.71,1,1,47.0,0.528,8,27.8,1,0.642,77.5,56,1
S10643,18-20,Transfer,3.48,0,0,10.3,0.827,11,78.7,1,0.743,54.9,23,0
S10644,18-20,Direct,2.72,0,0,20.7,0.562,20,72.0,3,0.63,83.5,43,1
S10645,18-20,Transfer,3.29,0,0,4.7,1.0,24,72.7,1,1.0,78.1,60,1
S10646,25+,Direct,3.1,0,0,15.1,0.762,20,90.5,2,0.852,85.4,52,1
S10647,21-24,Access,1.71,0,0,15.6,0.977,19,80.8,2,0.957,39.3,11,0
S10648,21-24,Direct,3.35,0,1,13.9,1.0,20,90.0,1,0.926,55.8,19,0
S10649,25+,Direct,2.51,1,0,2.7,0.494,5,34.4,1,0.313,51.9,18,0
S10650,18-20,Access,2.18,1,0,21.6,0.608,11,55.2,1,0.56,47.6,9,0
S10651,18-20,Direct,2.15,1,1,11.3,0.697,19,64.2,1,0.631,36.4,15,0
S10652,18-20,Direct,2.57,0,0,19.1,0.706,15,77.4,1,0.656,45.0,15,0
S10653,18-20,Direct,1.98,1,1,6.8,0.456,3,47.5,6,0.375,45.0,16,0
S10654,18-20,Direct,3.67,1,1,4.4,0.898,19,57.8,1,1.0,75.4,57,1
S10655,18-20,Direct,2.51,0,0,1.5,0.854,15,49.4,1,0.937,76.4,49,1
S10656,21-24,Direct,3.08,0,0,4.4,0.756,22,78.9,0,0.793,81.2,45,1
S10657,18-20,Transfer,2.37,0,1,36.8,0.782,13,60.0,0,0.773,48.4,22,0
S10658,21-24,Direct,2.89,1,0,17.3,1.0,19,93.5,0,0.938,57.2,32,0
S10659,18-20,Transfer,2.4,0,1,15.6,0.525,3,59.5,3,0.581,69.8,56,1
S10660,18-20,Access,2.22,0,1,10.1,0.756,12,64.1,0,0.74,39.1,12,0
S10661,25+,Direct,2.53,1,1,8.6,0.65,14,38.3,1,0.728,75.9,55,1
S10662,21-24,Transfer,2.82,0,1,4.6,0.587,18,61.7,1,0.513,46.8,25,0
S10663,25+,Transfer,1.56,1,1,12.7,0.558,8,35.8,2,0.623,37.7,10,0
S10664,21-24,Transfer,3.1,0,1,20.5,0.867,25,,1,0.932,80.3,55,1
S10665,18-20,Direct,3.21,1,1,5.9,0.795,19,68.4,1,0.777,54.8,22,0
S10666,18-20,Access,2.8,1,0,18.5,0.728,20,62.5,1,0.912,91.0,57,1
S10667,18-20,Direct,2.68,0,1,23.7,0.719,13,86.2,1,0.831,73.2,44,1
S10668,21-24,Transfer,3.19,0,0,17.2,0.562,10,69.2,2,0.728,86.9,57,1
S10669,25+,Direct,2.41,1,0,23.5,0.594,12,58.8,1,0.533,28.4,10,0
S10670,21-24,Direct,2.29,0,1,3.9,0.898,18,54.7,1,0.811,40.2,14,0
S10671,18-20,Direct,3.74,1,1,24.5,1.0,21,84.2,1,1.0,89.2,60,1
S10672,18-20,Transfer,3.01,0,0,4.7,0.689,21,78.0,1,0.754,74.9,57,1
S10673,18-20,Transfer,2.78,0,0,30.5,1.0,24,,3,1.0,90.8,54,1
S10674,18-20,Direct,2.37,0,0,15.0,0.713,21,55.6,0,0.669,36.3,26,0
S10675,18-20,Direct,2.21,0,1,14.7,0.755,19,,2,0.652,35.9,14,0
S10676,21-24,Transfer,2.43,1,1,23.4,0.554,11,66.3,1,0.484,43.8,18,0
S10677,25+,Direct,2.95,0,0,10.9,0.756,23,79.6,3,0.776,85.1,58,1
S10678,18-20,Direct,2.64,0,0,15.5,0.692,19,42.5,0,0.858,78.5,47,1
S10679,18-20,Direct,2.8,1,0,14.9,0.796,22,77.2,1,0.833,66.9,57,1
S10680,18-20,Direct,,0,0,15.7,0.892,13,74.3,0,0.826,50.4,17,0
S10681,25+,Access,2.94,1,1,19.0,0.957,24,65.1,0,0.889,44.7,24,0
S10682,18-20,Direct,2.57,0,1,32.9,0.522,12,71.0,0,0.577,83.9,57,1
S10683,18-20,Access,2.68,0,1,9.9,0.74,12,68.6,0,0.57,51.3,19,0
S10684,18-20,Direct,2.79,0,0,8.2,0.732,20,70.6,1,0.814,82.5,55,1
S10685,18-20,Direct,2.05,0,0,8.2,0.319,2,35.5,2,0.305,34.9,14,0
S10686,18-20,Direct,1.8,1,1,22.0,0.689,17,48.4,2,0.595,31.5,10,0
S10687,18-20,Transfer,2.26,0,1,9.0,0.579,13,47.0,3,0.44,41.9,9,0
S10688,18-20,Direct,2.27,0,1,22.0,0.785,28,74.1,2,0.856,79.0,43,1
S10689,25+,Direct,2.36,0,1,4.7,0.935,18,69.7,2,0.933,69.3,51,1
S10690,18-20,Direct,2.25,0,1,24.0,0.72,10,73.6,0,0.671,39.9,16,0
S10691,18-20,Direct,3.06,1,0,11.9,0.573,18,52.9,3,0.494,55.3,14,0
S10692,18-20,Transfer,,0,1,24.7,0.996,12,70.9,2,1.0,96.5,60,1
S10693,18-20,Direct,2.72,0,1,1.4,0.747,12,89.9,0,0.772,74.8,54,1
S10694,18-20,Direct,2.3,1,0,38.9,0.653,17,55.6,2,0.533,45.8,17,0
S10695,21-24,Access,4.0,1,0,36.7,0.774,19,71.4,0,0.868,95.8,60,1
S10696,18-20,Direct,1.44,1,0,17.0,0.739,21,62.4,1,0.781,30.4,11,0
S10697,18-20,Direct,3.46,1,1,2.5,0.891,16,84.1,1,0.782,60.6,25,0
S10698,25+,Transfer,1.6,0,1,5.2,0.719,18,59.8,0,0.648,35.9,6,0
S10699,21-24,Access,2.26,0,0,6.7,0.531,13,48.8,1,0.671,60.9,50,1
S10700,18-20,Direct,3.37,0,0,6.9,0.56,15,62.3,1,0.652,71.8,59,1
S10701,18-20,Direct,1.49,1,1,30.0,0.746,12,42.7,0,0.862,71.5,44,1
S10702,18-20,Direct,2.64,0,1,38.9,0.837,26,100.0,1,0.926,71.5,58,1
S10703,18-20,Transfer,2.66,0,0,31.8,0.519,16,76.5,3,0.598,73.1,55,1
S10704,25+,Transfer,2.46,1,0,3.2,0.676,12,58.8,0,0.683,82.8,53,1
S10705,18-20,Direct,2.86,0,0,20.9,0.638,17,74.7,0,0.787,71.2,57,1
S10706,21-24,Transfer,2.04,0,0,10.0,0.871,24,55.0,2,0.948,66.7,60,1
S10707,18-20,Access,3.1,1,0,12.2,0.554,6,41.3,1,0.693,79.8,59,1
S10708,18-20,Direct,2.66,1,0,21.4,0.706,20,81.7,2,0.723,80.8,60,1
S10709,25+,Transfer,3.2,0,0,10.0,0.681,12,73.7,0,0.795,84.5,56,1
S10710,18-20,Direct,3.34,0,1,3.0,0.871,23,87.4,1,0.953,93.7,60,1
S10711,18-20,Direct,2.53,1,1,10.3,0.565,17,45.3,1,0.566,76.9,60,1
S10712,25+,Transfer,2.54,0,1,27.7,0.447,13,76.6,1,0.41,45.8,22,0
S10713,21-24,Direct,3.22,0,1,28.4,0.481,6,40.3,2,0.469,45.4,17,0
S10714,18-20,Direct,2.34,0,0,18.2,0.73,5,48.0,0,0.631,34.8,15,0
S10715,21-24,Direct,1.3,1,0,14.2,0.41,4,39.3,0,0.338,37.0,8,0
S10716,25+,Access,1.65,0,0,18.6,0.677,14,,0,0.637,43.7,23,0
S10717,18-20,Direct,2.48,0,1,22.7,0.451,18,54.0,2,0.565,79.6,55,1
S10718,25+,Access,2.52,0,0,54.9,0.654,22,56.4,3,0.6,53.1,13,0
S10719,25+,Direct,2.58,1,1,14.6,0.62,11,87.1,1,0.546,63.5,15,0
S10720,18-20,Direct,3.04,0,0,32.1,0.886,21,52.3,1,0.787,56.7,23,0
S10721,21-24,Direct,2.79,0,1,7.6,0.505,15,20.8,1,0.402,41.8,22,0
S10722,25+,Direct,2.41,1,1,12.2,0.771,10,61.0,3,0.686,49.4,16,0
S10723,18-20,Direct,2.58,0,0,31.7,0.673,22,100.0,1,0.793,85.6,47,1
S10724,21-24,Direct,3.27,1,0,5.8,0.84,16,85.7,1,0.791,53.1,23,0
S10725,25+,Direct,2.19,0,1,27.5,0.833,16,68.7,1,0.773,40.5,5,0
S10726,25+,Direct,2.98,0,0,4.8,0.865,12,77.6,0,0.878,38.6,21,0
S10727,21-24,Access,3.46,1,1,4.6,0.906,28,70.5,0,0.983,96.1,55,1
S10728,25+,Direct,,1,1,14.5,0.479,8,25.8,1,0.567,73.2,54,1
S10729,18-20,Direct,1.85,1,0,17.5,0.558,0,53.3,1,0.439,45.0,13,0
S10730,18-20,Transfer,3.22,1,1,30.1,0.706,27,70.7,2,0.776,88.1,57,1
S10731,18-20,Direct,1.81,0,1,7.8,0.579,15,62.0,0,0.712,74.4,52,1
S10732,21-24,Direct,,0,1,34.8,0.7,16,51.6,2,0.624,42.2,21,0
S10733,18-20,Access,2.35,1,1,26.8,1.0,27,75.8,0,0.964,83.9,47,1
S10734,21-24,Direct,3.18,1,1,11.3,0.936,16,65.5,2,0.92,48.6,27,0
S10735,21-24,Transfer,2.35,0,0,5.5,0.661,20,51.7,0,0.803,65.2,57,1
S10736,21-24,Direct,3.62,0,0,45.7,0.612,22,70.2,1,0.76,88.5,60,1
S10737,25+,Direct,3.41,0,0,8.9,0.777,26,79.4,2,0.729,49.3,21,0
S10738,18-20,Transfer,3.09,0,0,25.4,1.0,31,100.0,0,1.0,83.1,55,1
S10739,18-20,Direct,2.28,0,1,5.6,0.676,15,39.8,2,0.623,56.6,13,0
S10740,18-20,Direct,2.74,0,1,3.5,0.812,29,92.1,2,0.767,47.9,23,0
S10741,21-24,Direct,2.12,1,1,6.2,0.496,13,47.3,2,0.392,46.9,12,0
S10742,21-24,Direct,3.74,1,1,5.7,0.605,17,63.6,2,0.534,52.9,20,0
S10743,21-24,Direct,2.47,0,0,29.5,0.631,18,59.3,2,0.535,35.0,21,0
S10744,21-24,Direct,2.12,0,1,25.3,0.752,19,59.0,1,0.67,27.1,16,0
S10745,21-24,Transfer,3.25,1,1,12.2,0.704,14,70.1,0,0.65,54.8,22,0
S10746,18-20,Direct,3.45,1,0,4.4,0.868,27,91.7,1,0.92,86.6,59,1
S10747,21-24,Direct,2.0,0,1,21.1,0.743,20,41.7,1,0.682,30.6,18,0
S10748,18-20,Transfer,3.78,0,1,28.2,0.598,22,72.7,5,0.453,68.3,20,0
S10749,25+,Direct,3.02,1,1,1.5,0.696,19,67.6,1,0.785,74.8,47,1
S10750,18-20,Transfer,1.7,0,1,33.3,0.503,6,72.5,0,0.756,71.2,53,1
S10751,21-24,Direct,3.15,1,1,9.7,0.84,26,65.8,2,0.935,85.3,60,1
S10752,18-20,Direct,1.57,0,1,3.7,0.425,16,54.3,2,0.394,34.8,23,0
S10753,21-24,Direct,3.95,0,0,6.2,0.669,13,74.5,1,0.826,87.3,59,1
S10754,18-20,Direct,2.75,1,1,11.0,0.476,15,66.7,1,0.608,85.3,55,1
S10755,25+,Transfer,3.7,0,1,17.1,0.714,29,80.5,1,0.825,85.4,60,1
S10756,18-20,Transfer,2.73,1,1,12.7,0.502,8,72.4,1,0.671,65.7,53,1
S10757,18-20,Direct,3.01,0,0,17.5,0.724,17,67.6,0,0.753,80.3,60,1
S10758,25+,Direct,2.21,0,0,3.7,0.552,13,72.2,0,0.464,49.9,8,0
S10759,18-20,Direct,2.49,1,0,42.7,0.49,9,56.5,1,0.444,55.4,15,0
S10760,21-24,Direct,2.49,0,1,7.6,0.703,9,67.6,1,0.798,79.9,60,1
S10761,21-24,Direct,2.56,0,0,0.9,0.89,23,63.9,1,0.901,69.8,49,1
S10762,21-24,Transfer,2.21,0,1,32.9,0.544,0,60.3,1,0.459,47.6,15,0
S10763,25+,Direct,1.82,0,0,4.6,0.792,15,49.9,0,0.938,81.8,49,1
S10764,21-24,Access,2.22,0,0,36.0,0.639,10,43.7,1,0.59,36.6,13,0
S10765,18-20,Direct,3.21,0,1,9.3,0.516,12,64.0,1,0.496,58.8,15,0
S10766,18-20,Direct,3.18,0,0,12.8,0.478,10,34.6,1,0.43,50.1,23,0
S10767,18-20,Direct,,1,0,2.5,0.452,21,46.1,0,0.485,85.3,53,1
S10768,18-20,Direct,3.26,1,1,40.7,0.782,16,70.8,2,0.735,61.3,22,0
S10769,18-20,Direct,2.54,1,0,24.1,0.772,17,,2,0.703,39.4,17,0
S10770,18-20,Direct,2.87,0,1,17.1,0.811,17,68.1,1,0.865,85.9,53,1
S10771,18-20,Access,3.24,0,1,20.8,0.969,29,72.4,1,1.0,89.1,60,1
S10772,25+,Direct,2.78,0,1,50.1,0.344,11,60.4,1,0.257,59.1,22,0
S10773,21-24,Direct,1.96,0,0,15.1,0.669,17,65.3,1,0.579,43.4,14,0
S10774,21-24,Direct,2.74,0,0,21.7,1.0,27,85.8,1,1.0,78.5,60,1
S10775,21-24,Transfer,,1,1,46.6,0.975,26,84.1,2,0.939,74.1,55,1
S10776,21-24,Direct,2.42,1,1,50.7,0.818,24,67.0,1,0.885,89.4,46,1
S10777,21-24,Direct,1.59,0,1,6.1,0.815,18,65.3,2,0.742,28.1,26,0
S10778,25+,Transfer,2.66,0,0,1.4,0.874,16,91.6,2,0.953,61.5,57,1
S10779,18-20,Access,3.04,0,0,3.4,0.781,18,75.4,1,0.899,96.0,53,1
S10780,18-20,Direct,3.35,0,1,5.7,0.582,13,63.2,2,0.491,54.4,25,0
S10781,21-24,Direct,1.75,0,0,4.5,0.829,21,68.8,0,0.798,32.3,16,0
S10782,21-24,Direct,2.55,1,0,6.6,0.945,28,83.8,1,0.871,47.2,17,0
S10783,18-20,Direct,1.87,0,0,30.1,0.709,27,71.5,0,0.879,73.7,50,1
S10784,18-20,Transfer,2.04,0,1,8.0,0.749,15,85.6,2,0.797,64.4,49,1
S10785,18-20,Direct,,0,1,38.0,0.703,14,47.4,2,0.623,35.5,8,0
S10786,18-20,Direct,3.09,1,0,2.0,0.853,16,58.5,1,0.831,43.4,20,0
S10787,18-20,Access,2.86,0,0,23.7,0.754,14,55.1,1,0.861,87.0,53,1
S10788,18-20,Direct,2.58,0,0,6.0,0.847,20,62.0,1,0.745,37.4,14,0
S10789,21-24,Direct,3.61,1,0,7.2,0.894,20,75.8,4,1.0,76.4,51,1
S10790,25+,Transfer,3.98,0,1,18.4,1.0,22,100.0,2,1.0,86.5,60,1
S10791,18-20,Access,2.61,1,0,7.2,0.67,16,64.7,2,0.704,81.7,56,1
S10792,18-20,Access,3.18,0,1,15.9,0.803,17,73.1,1,0.658,54.2,21,0
S10793,18-20,Direct,2.5,0,1,41.0,0.85,25,83.3,1,0.966,93.1,53,1
S10794,25+,Direct,3.82,0,1,10.4,0.768,19,86.5,1,0.833,86.8,60,1
S10795,18-20,Direct,2.12,1,0,17.9,0.677,27,68.3,3,0.797,79.9,51,1
S10796,18-20,Direct,2.68,0,1,3.1,0.71,18,,0,0.677,45.8,17,0
S10797,21-24,Transfer,2.76,1,1,16.8,0.703,16,63.6,3,0.805,76.6,47,1
S10798,25+,Access,1.52,0,1,8.0,0.844,16,69.8,0,0.803,43.7,17,0
S10799,21-24,Direct,2.21,0,1,37.5,0.757,4,55.5,2,0.754,39.9,12,0
S10020,18-20,Transfer,2.54,0,0,25.9,0.443,15,56.8,1,0.336,48.0,16,0
S10438,21-24,Direct,3.94,0,0,4.7,0.763,26,60.4,1,0.85,95.8,60,1
S10570,21-24,Direct,2.66,1,1,15.7,0.493,14,76.5,0,0.544,69.0,55,1
S10358,21-24,Transfer,2.8,1,0,18.7,0.943,25,58.4,3,0.937,53.4,19,0
S10566,25+,Access,2.27,0,1,31.0,0.659,22,46.9,0,0.635,32.9,13,0
S10698,25+,Transfer,1.6,0,1,5.2,0.719,18,59.8,0,0.648,35.9,6,0
S10498,25+,Direct,2.58,0,0,7.1,0.759,17,85.8,1,0.661,47.4,17,0
S10534,18-20,Transfer,2.41,0,1,37.3,0.615,12,62.1,0,0.492,31.2,24,0
